userId,storyId,score,time,mode
136757483,fr-nouveau-projet-de-vie-1,6,2019-11-24 20:41:40,
136757483,fr-nouveau-projet-de-vie-2,9,2019-11-24 20:46:44,
136757483,fr-un-rendez-vous,6,2019-11-24 22:08:38,
136757483,fr-une-chose,7,2019-11-24 22:13:49,
136757483,fr-je-peux-vous-aider,7,2019-11-25 06:25:18,
136757483,fr-chambre-a-louer,8,2019-11-25 06:28:01,
136757483,fr-bonjour,7,2019-11-25 16:21:01,
136757483,fr-un-rendez-vous,7,2019-11-25 16:23:54,
136757483,fr-le-jardin,7,2019-11-25 16:25:44,
136757483,fr-le-touriste,7,2019-11-25 16:28:10,
136757483,fr-dans-le-magasin-de-vetements,7,2019-11-25 17:48:55,
136757483,fr-j-ai-besoin-d-argent,7,2019-11-25 17:50:37,
136757483,fr-l-examen,6,2019-11-25 17:52:21,
136757483,fr-c-est-qui,7,2019-11-25 17:53:53,
136757483,fr-controle-routier-1,8,2019-11-25 17:56:37,
136757483,fr-controle-routier-2,6,2019-11-25 17:58:44,
136757483,fr-bon-anniversaire,7,2019-11-25 21:03:38,
136757483,fr-rendez-vous-mystere,7,2019-11-25 21:05:49,
136757483,fr-suis-les-fleches,7,2019-11-26 06:29:59,
136757483,fr-c-est-lui,6,2019-11-26 06:32:39,
136757483,fr-le-sac-en-papier,8,2019-11-26 06:35:34,
136757483,fr-un-serpent,8,2019-11-26 06:39:05,
136757483,fr-garde-d-oiseau-a-domicile,7,2019-11-26 06:41:27,
136757483,fr-les-joies-du-camping,7,2019-11-26 06:43:54,
136757483,fr-surprise,6,2019-11-26 06:45:59,
136757483,fr-au-musee,7,2019-11-27 06:28:14,
136757483,fr-la-lune-de-miel,7,2019-11-27 06:30:17,
136757483,fr-j-entends-un-bruit,7,2019-11-27 06:32:41,
136757483,fr-on-se-connait,7,2019-11-27 06:35:09,
136757483,fr-course-poursuite-1,7,2019-11-27 06:39:28,
136757483,fr-course-poursuite-2,10,2019-11-27 06:48:28,
136757483,fr-bonjour,7,2019-11-27 16:20:27,
136757483,fr-un-rendez-vous,7,2019-11-27 16:55:44,
136757483,fr-une-chose,7,2019-11-27 19:22:05,
136757483,fr-surprise,7,2019-11-27 19:43:55,
136757483,fr-au-musee,7,2019-11-27 19:45:30,
136757483,fr-la-premiere-mission-1,8,2019-11-27 19:52:20,
136757483,fr-la-premiere-mission-2,10,2019-11-27 19:59:45,
136757483,fr-samedi-soir,5,2019-11-27 20:34:08,
136757483,fr-le-cours-de-danse,7,2019-11-27 20:57:12,
136757483,fr-la-visite-a-rome,6,2019-11-27 20:59:02,
136757483,fr-le-nouveau-centre-commercial,7,2019-11-27 21:01:40,
136757483,fr-les-vacances-parfaites,7,2019-11-28 06:41:51,
136757483,fr-il-faut-qu-on-parle,8,2019-11-28 06:44:27,
136757483,fr-course-poursuite-1,8,2019-11-28 16:54:48,
136757483,fr-course-poursuite-2,10,2019-11-28 17:00:47,
136757483,fr-pain-au-chocolat-du-matin,11,2019-11-28 17:04:48,
136757483,fr-haut-les-mains,7,2019-11-29 06:28:07,
136757483,fr-a-la-television,6,2019-11-29 06:30:42,
136757483,fr-au-vide-grenier,7,2019-11-29 06:33:57,
136757483,fr-bonjour,7,2019-11-29 13:46:07,
136757483,fr-on-se-connait,8,2019-12-01 11:42:35,
136757483,fr-il-faut-qu-on-parle,8,2019-12-01 11:44:53,
136757483,fr-chambre-a-louer,8,2019-12-01 11:47:32,
136757483,fr-rendez-vous-mystere,7,2019-12-01 11:49:48,
136757483,fr-enfermee-dans-les-toilettes,10,2019-12-01 11:54:58,
136757483,fr-la-premiere-mission-1,7,2019-12-01 12:09:24,
136757483,fr-la-premiere-mission-2,10,2019-12-01 12:14:58,
136757483,fr-le-pain-de-sucre,12,2019-12-01 12:22:13,
136757483,fr-a-la-television,6,2019-12-01 12:26:05,
136757483,fr-voiture-a-vendre,7,2019-12-01 13:06:11,
136757483,fr-une-chose,6,2019-12-01 15:05:44,
136757483,fr-bonjour,7,2019-12-01 22:32:03,
136757483,fr-un-rendez-vous,7,2019-12-01 22:33:31,
136757483,fr-une-chose,7,2019-12-01 22:34:58,
136757483,fr-surprise,7,2019-12-01 22:36:32,
136757483,fr-au-musee,7,2019-12-01 22:37:54,
136757483,fr-la-lune-de-miel,7,2019-12-01 22:39:44,
136757483,fr-dans-le-magasin-de-vetements,7,2019-12-01 22:41:34,
136757483,fr-l-examen,7,2019-12-01 22:43:34,
136757483,fr-j-ai-besoin-d-argent,7,2019-12-01 22:45:07,
136757483,fr-samedi-soir,7,2019-12-01 22:46:39,
136757483,fr-c-est-qui,7,2019-12-01 22:48:09,
136757483,fr-je-peux-vous-aider,7,2019-12-01 22:49:46,
136757483,fr-la-visite-a-rome,7,2019-12-02 06:36:29,
136757483,fr-le-nouveau-centre-commercial,7,2019-12-02 06:38:33,
136757483,fr-bon-anniversaire,7,2019-12-02 06:40:37,
136757483,fr-les-vacances-parfaites,6,2019-12-02 06:42:12,
136757483,fr-bonjour,7,2019-12-03 06:32:58,
136757483,fr-le-touriste,7,2019-12-03 06:34:47,
136757483,fr-suis-les-fleches,8,2019-12-03 06:38:23,
136757483,fr-le-pire-des-rendez-vous,9,2019-12-03 06:44:18,
136757483,fr-haut-les-mains,7,2019-12-03 06:46:24,
136757483,fr-un-rendez-vous,7,2019-12-03 17:15:07,
136757483,fr-pret-pour-le-decollage,7,2019-12-04 06:35:43,
136757483,fr-deuxieme-chapitre-1,7,2019-12-04 06:37:58,
136757483,fr-deuxieme-chapitre-2,6,2019-12-04 06:43:06,
136757483,fr-reunion-d-anciens-eleves,13,2019-12-04 06:50:44,
136757483,fr-le-traitre-1,12,2019-12-05 06:45:19,
136757483,fr-reunion-d-anciens-eleves,13,2019-12-05 06:51:05,
136757483,fr-enfermee-dans-les-toilettes,10,2019-12-05 06:56:44,
136757483,fr-un-rendez-vous,7,2019-12-05 17:39:27,
136757483,fr-bonjour,7,2019-12-05 17:41:31,
136757483,fr-le-traitre-2,11,2019-12-06 04:59:33,
136757483,fr-aide-gerald,9,2019-12-06 05:05:05,
136757483,fr-le-pain-de-sucre,13,2019-12-06 05:12:17,
136757483,fr-fifi-a-besoin-d-une-chambre,6,2019-12-06 05:14:56,
136757483,fr-une-chose,6,2019-12-08 08:27:14,
136757483,fr-pain-au-chocolat-du-matin,11,2019-12-08 14:35:35,
136757483,fr-aide-gerald,10,2019-12-08 21:22:09,
136757483,fr-nouveau-projet-de-vie-1,6,2019-12-08 21:24:29,
136757483,fr-nouveau-projet-de-vie-2,8,2019-12-08 21:29:41,
136757483,fr-la-premiere-mission-1,6,2019-12-08 21:33:48,
136757483,fr-la-premiere-mission-2,10,2019-12-08 21:39:08,
136757483,fr-le-sac-en-papier,8,2019-12-08 21:53:44,
136757483,fr-la-boite-secrete,8,2019-12-08 21:57:00,
136757483,fr-un-serpent,8,2019-12-08 22:00:31,
136757483,fr-l-etranger,14,2019-12-09 06:25:37,
136757483,fr-cambriolage,10,2019-12-09 06:32:44,
136757483,fr-l-amour-est-dans-l-air,6,2019-12-09 06:36:20,
136757483,fr-enfermee-dans-les-toilettes,9,2019-12-09 17:48:08,
136757483,fr-le-traitre-1,12,2019-12-09 17:55:16,
136757483,fr-le-traitre-2,11,2019-12-09 18:01:25,
136757483,fr-les-cristaux-1,8,2019-12-09 18:05:47,
136757483,fr-les-cristaux-2,13,2019-12-09 18:14:27,
136757483,fr-l-etranger,15,2019-12-10 06:32:20,
136757483,fr-reunion-d-anciens-eleves,13,2019-12-10 06:38:10,
136757483,fr-le-chasseur-1,9,2019-12-10 06:44:29,
136757483,fr-le-chasseur-2,10,2019-12-10 16:49:46,
136757483,fr-le-chasseur-3,14,2019-12-10 16:58:27,
136757483,fr-l-enveloppe-1,10,2019-12-11 06:43:18,
136757483,fr-l-enveloppe-2,9,2019-12-11 17:31:48,
136757483,fr-l-enveloppe-3,7,2019-12-11 17:38:32,
136757483,fr-retourne-toi,8,2019-12-11 18:56:53,
136757483,fr-marionnettes-des-maries,10,2019-12-13 18:15:41,
136757483,fr-le-plus-grand-des-tresors,8,2019-12-14 10:58:11,
136757483,fr-la-lune-de-miel,6,2019-12-15 22:53:03,
136757483,fr-trois-souhaits,11,2019-12-16 06:36:33,
136757483,fr-apres-la-fermeture-1,8,2019-12-16 06:39:37,
136757483,fr-apres-la-fermeture-2,8,2019-12-16 06:42:09,
136757483,fr-les-joies-du-camping,7,2019-12-16 06:44:37,
136757483,fr-decisions,10,2019-12-17 06:22:51,
136757483,fr-l-enveloppe-1,9,2019-12-17 06:27:38,
136757483,fr-l-enveloppe-2,10,2019-12-17 06:32:29,
136757483,fr-l-enveloppe-3,8,2019-12-17 06:36:30,
136757483,fr-bonjour,7,2019-12-18 06:28:34,
136757483,fr-un-rendez-vous,7,2019-12-18 22:21:20,
136757483,fr-une-chose,7,2019-12-18 22:22:47,
136757483,fr-je-peux-vous-aider,6,2019-12-19 06:47:42,
136757483,fr-barbe-noire,12,2019-12-19 06:54:43,
136757483,fr-allons-a-la-plage,7,2019-12-20 06:31:20,
136757483,fr-une-conversation-interessante,7,2019-12-20 06:34:51,
136757483,fr-je-suis-prete,7,2019-12-20 06:37:12,
136757483,fr-trois-mois,7,2019-12-20 06:39:24,
136757483,fr-un-dessin-dans-le-parc,6,2019-12-21 14:43:18,
136757483,fr-un-travail-important,7,2019-12-21 14:50:59,
136757483,fr-le-nouvel-endroit,7,2019-12-21 14:53:19,
136757483,fr-c-est-trop-dangereux,7,2019-12-21 14:59:15,
136757483,fr-le-grand-match,7,2019-12-21 15:02:02,
136757483,fr-c-est-trop-dangereux,7,2019-12-22 20:47:50,
136757483,fr-danger-1,7,2019-12-22 20:50:28,
136757483,fr-danger-2,7,2019-12-22 20:58:21,
136757483,fr-un-nouveau-travail,7,2019-12-22 21:02:47,
136757483,fr-dernier-arret,7,2019-12-22 21:05:17,
136757483,fr-c-est-toi,7,2019-12-22 21:07:37,
136757483,fr-surprise,7,2019-12-22 22:43:49,
136757483,fr-dans-le-magasin-de-vetements,7,2019-12-22 22:45:40,
136757483,fr-samedi-soir,7,2019-12-22 23:12:29,
136757483,fr-j-entends-un-bruit,7,2019-12-22 23:14:09,
136757483,fr-c-est-mon-ex,6,2019-12-23 10:51:31,
136757483,fr-la-chanson,7,2019-12-23 10:58:00,
136757483,fr-nouveau-professeur,6,2019-12-23 11:08:59,
136757483,fr-nouveau-professeur,7,2019-12-23 23:16:42,
136757483,fr-pizza-gratuite,7,2019-12-23 23:19:09,
136757483,fr-nouveau-professeur,7,2019-12-24 15:45:46,
136757483,fr-le-musee-d-art,7,2019-12-24 16:12:16,
136757483,fr-le-musee-d-art,7,2019-12-25 13:22:16,
136757483,fr-trois-mois,7,2019-12-25 13:24:16,
136757483,fr-bonjour,7,2019-12-26 23:33:09,
136757483,fr-au-musee,7,2019-12-27 11:44:36,
136757483,fr-la-lune-de-miel,7,2019-12-27 11:46:26,
136757483,fr-dans-le-magasin-de-vetements,7,2019-12-27 11:47:56,
136757483,fr-l-examen,7,2019-12-27 11:49:45,
136757483,fr-le-nouveau-centre-commercial,6,2019-12-27 12:10:23,
136757483,fr-le-musee-d-art,7,2019-12-27 12:48:09,
136757483,fr-pizza-gratuite,7,2019-12-27 13:33:38,
136757483,fr-la-fete-1,7,2019-12-27 13:37:43,
136757483,fr-la-fete-2,7,2019-12-27 13:45:06,
136757483,fr-le-cadeau-d-anniversaire,6,2019-12-27 13:48:30,
136757483,fr-une-conversation-interessante,7,2019-12-27 13:50:09,
136757483,fr-un-dessin-dans-le-parc,7,2019-12-27 13:52:54,
136757483,fr-je-suis-prete,7,2019-12-27 13:55:02,
136757483,fr-le-cadeau-d-anniversaire,7,2019-12-27 20:25:41,
136757483,fr-un-tres-mauvais-film,5,2019-12-28 05:56:45,
136757483,fr-c-est-mon-ex,7,2019-12-28 05:58:53,
136757483,fr-la-chanson,7,2019-12-28 08:46:51,
136757483,fr-je-peux-vous-aider,6,2019-12-28 13:41:34,
136757483,fr-une-lettre-a-mathilde-1,7,2019-12-28 16:19:03,
136757483,fr-une-lettre-a-mathilde-2,7,2019-12-28 16:22:49,
136757483,fr-de-retour,7,2019-12-29 11:21:15,
136757483,fr-on-joue-au-basket,6,2019-12-29 11:29:23,
136757483,fr-l-immeuble,6,2019-12-29 11:34:51,
136757483,fr-une-journee-a-la-peche,7,2019-12-29 12:18:47,
136757483,fr-bonjour,6,2019-12-30 10:03:42,
136757483,fr-dans-la-foret-1,7,2019-12-30 10:06:25,
136757483,fr-le-jardin,7,2019-12-30 13:26:05,
136757483,fr-la-visite-a-rome,7,2019-12-30 13:30:45,
136757483,fr-les-vacances-parfaites,7,2019-12-30 13:33:41,
136757483,fr-le-touriste,7,2019-12-30 13:37:40,
136757483,fr-le-touriste,6,2019-12-30 13:41:30,
136757483,fr-dans-la-foret-2,7,2019-12-30 14:44:51,
136757483,fr-chambre-a-louer,7,2019-12-30 14:47:18,
136757483,fr-l-etranger,14,2019-12-30 15:02:33,
136757483,fr-le-sac-en-papier,8,2019-12-30 15:29:03,
136757483,fr-fifi-a-besoin-d-une-chambre,7,2019-12-30 15:32:49,
136757483,fr-aide-gerald,9,2019-12-30 15:39:22,
136757483,fr-cambriolage,10,2019-12-30 16:08:25,
136757483,fr-marionnettes-des-maries,10,2019-12-31 11:12:18,
136757483,fr-trois-souhaits,11,2019-12-31 11:17:07,
136757483,fr-colis-a-livrer-1,10,2019-12-31 11:21:18,
136757483,fr-colis-a-livrer-2,7,2019-12-31 11:24:51,
136757483,fr-barbe-noire,11,2020-01-01 16:35:50,
136757483,fr-en-cachette-1,12,2020-01-01 16:42:16,
136757483,fr-en-cachette-2,10,2020-01-03 12:10:32,
136757483,fr-decisions,11,2020-01-03 12:19:18,
136757483,fr-la-lettre-oubliee,8,2020-01-03 12:21:42,
136757483,fr-le-saut-en-parachute-1,7,2020-01-03 12:26:13,
136757483,fr-bonjour,7,2020-01-04 16:15:52,
136757483,fr-le-saut-en-parachute-2,8,2020-01-04 16:34:42,
136757483,fr-allons-a-la-plage,7,2020-01-04 16:37:22,
136757483,fr-une-conversation-interessante,7,2020-01-04 16:50:49,
136757483,fr-le-plus-grand-des-tresors,9,2020-01-04 19:02:33,
136757483,fr-l-enveloppe-1,9,2020-01-04 19:07:03,
136757483,fr-l-enveloppe-2,9,2020-01-04 19:12:35,
136757483,fr-l-enveloppe-3,7,2020-01-04 19:16:40,
136757483,fr-j-ai-besoin-d-argent,7,2020-01-04 19:18:38,
136757483,fr-je-suis-prete,7,2020-01-04 19:20:33,
136757483,fr-garde-d-oiseau-a-domicile,6,2020-01-04 19:24:07,
136757483,fr-le-pire-des-rendez-vous,8,2020-01-04 19:34:53,
136757483,fr-retourne-toi,8,2020-01-04 19:36:45,
136757483,fr-apres-la-fermeture-1,8,2020-01-04 19:39:03,
136757483,fr-apres-la-fermeture-2,8,2020-01-04 19:42:42,
136757483,fr-trois-souhaits,11,2020-01-04 20:41:33,
136757483,fr-un-rendez-vous,6,2020-01-05 18:17:59,
136757483,fr-la-lune-de-miel,7,2020-01-05 18:20:12,
136757483,fr-samedi-soir,7,2020-01-05 18:22:11,
136757483,fr-c-est-qui,6,2020-01-05 18:23:43,
136757483,fr-le-cours-de-danse,7,2020-01-05 18:31:00,
136757483,fr-j-entends-un-bruit,7,2020-01-05 18:32:27,
136757483,fr-la-visite-a-rome,7,2020-01-05 18:34:09,
136757483,fr-bon-anniversaire,7,2020-01-05 18:36:38,
136757483,fr-le-nouveau-centre-commercial,7,2020-01-05 18:38:09,
136757483,fr-les-vacances-parfaites,6,2020-01-05 18:40:59,
136757483,fr-allons-a-la-plage,7,2020-01-05 18:43:14,
136757483,fr-un-dessin-dans-le-parc,7,2020-01-05 18:46:13,
136757483,fr-un-travail-important,7,2020-01-05 19:33:08,
136757483,fr-le-nouvel-endroit,7,2020-01-05 19:36:00,
136757483,fr-c-est-trop-dangereux,7,2020-01-05 19:38:03,
136757483,fr-le-grand-match,6,2020-01-05 19:41:47,
136757483,fr-les-cristaux-1,7,2020-01-05 22:17:43,
136757483,fr-les-cristaux-2,12,2020-01-05 22:26:42,
136757483,fr-en-cachette-1,13,2020-01-05 22:30:40,
136757483,fr-en-cachette-2,10,2020-01-05 22:34:45,
136757483,fr-une-chose,7,2020-01-05 22:36:37,
136757483,fr-surprise,7,2020-01-05 22:39:30,
136757483,fr-l-examen,7,2020-01-05 22:41:40,
136757483,fr-je-peux-vous-aider,7,2020-01-05 22:43:49,
136757483,fr-bonjour,6,2020-01-05 23:51:46,
136757483,fr-bonjour,7,2020-01-06 07:38:23,
136757483,fr-un-rendez-vous,7,2020-01-06 21:31:35,
136757483,fr-barbe-noire,12,2020-01-07 06:28:33,
136757483,fr-colis-a-livrer-1,11,2020-01-07 06:33:02,
136757483,fr-colis-a-livrer-2,8,2020-01-07 06:36:08,
136757483,fr-soiree-pour-celibataires-1,12,2020-01-07 17:00:53,
